Summary Stats_DPR,Summary Stats_KPR,Detailed Stats_Deaths / round,Role Stats_Firepower_Score,Role Stats_Opening_Win% after opening kill,Role Stats_Clutching_Score,Detailed Stats_Damage / Round,Detailed Stats_Headshot %,Role Stats_Opening_Opening deaths per round,Role Stats_Entrying_Support rounds,Basic Info_Team Name,Role Stats_Sniping_Rounds with sniper kills percentage,Detailed Stats_Assists / round,Role Stats_Sniping_Sniper kills per round,URL,Role Stats_Opening_Opening kills per round,Role Stats_Sniping_Sniper multi-kill rounds,Detailed Stats_Kills / round,Detailed Stats_Rating 1.0,Role Stats_Firepower_Rating 2.0,Role Stats_Opening_Opening success,Detailed Stats_Total kills,Role Stats_Firepower_Rounds with a kill,Detailed Stats_Rating 2.0,Role Stats_Firepower_Rounds with a multi-kill,Detailed Stats_Total deaths,Role Stats_Entrying_Score,Role Stats_Clutching_Clutch points per round,Basic Info_Age,Role Stats_Trading_Trade kills percentage,Role Stats_Clutching_Saves per round loss,Role Stats_Entrying_Saved by teammate per round,Role Stats_Trading_Score,Role Stats_Utility_Utility kills per 100 rounds,Summary Stats_Impact,Role Stats_Entrying_Opening deaths traded percentage,Role Stats_Utility_Flashes thrown per round,Summary Stats_KAST,Role Stats_Firepower_Kills per round,Role Stats_Trading_Assisted kills percentage,Detailed Stats_Saved by teammate / round,Role Stats_Entrying_Traded deaths per round,Role Stats_Entrying_Assists per round,Role Stats_Trading_Trade kills per round,Role Stats_Trading_Damage per kill,Role Stats_Utility_Flash assists per round,Role Stats_Utility_Time opponent flashed per round,Summary Stats_Rating 1.0,Basic Info_Real Name,Summary Stats_ADR,Role Stats_Clutching_1on1 win percentage,Role Stats_Utility_Utility damage per round,Role Stats_Firepower_Pistol round rating,Detailed Stats_Saved teammates / round,Role Stats_Firepower_Damage per round,Detailed Stats_K/D Ratio,Role Stats_Sniping_Sniper kills percentage,Role Stats_Firepower_Kills per round win,Role Stats_Opening_Attacks per round,Role Stats_Firepower_Damage per round win,Role Stats_Sniping_Score,Basic Info_Player Name,Role Stats_Opening_Opening attempts,Role Stats_Utility_Score,Role Stats_Clutching_Time alive per round,Detailed Stats_Rounds played,Role Stats_Sniping_Sniper opening kills per round,Detailed Stats_Grenade dmg / Round,Role Stats_Clutching_Last alive percentage,Detailed Stats_Maps played,Role Stats_Trading_Saved teammate per round,Summary Stats_Rating 2.0,Role Stats_Opening_Score,Role Stats_Entrying_Traded deaths percentage
0.63,0.75,0.63,76/100,75.7%,40/100,74.1,31.2%,0.07,9.9%,No team,22.6%,0.11,0.21,https://www.hltv.org/stats/players/7167/kennys,0.08,0.07,0.75,1.12,-,52.9%,39601,47.2%,,17.3%,33080,10/100,0.02,29 years,16.3%,2.7%,0.07,20/100,0.64,1.11,15.6%,0.56,70.7%,0.70,5.5%,0.09,0.08,0.10,0.11,64,0.04,1.82,1.12,Kenny Schrub,74.1,67.9%,2.72,-,0.11,70.1,1.20,47.7%,0.96,1.17,59.5,93/100,kennyS,16.5%,36/100,0m 51s,52684,0.05,3.4,9.2%,1991,0.08,,69/100,12.0%
0.61,0.74,0.61,81/100,78.7%,52/100,78.5,50.3%,0.07,16.5%,9z,0.4%,0.13,0.00,https://www.hltv.org/stats/players/14736/dgt,0.08,0.0006,0.74,,1.15,52.8%,15126,47.9%,1.16,17.2%,12412,24/100,0.02,23 years,23.9%,6.8%,0.09,59/100,0.66,1.11,25.0%,0.43,73.8%,0.70,16.4%,0.09,0.12,0.11,0.16,106,0.02,2.45,,Franco Garcia,78.5,77.5%,2.50,1.19,0.11,75.4,1.22,0.7%,0.96,2.49,98.1,0/100,dgt,16.1%,31/100,1m 10s,20406,0.0006,3.9,13.3%,804,0.13,1.16,44/100,18.5%
0.59,0.73,0.59,72/100,74.1%,66/100,74.5,29.0%,0.07,17.3%,Superfkrs,20.5%,0.10,0.29,https://www.hltv.org/stats/players/20097/h4rn,0.08,0.06,0.73,,1.10,54.3%,17966,46.6%,1.15,15.4%,14549,18/100,0.03,24 years,23.6%,6.9%,0.10,38/100,0.53,1.12,26.9%,1.12,73.1%,0.66,17.8%,0.08,0.11,0.09,0.15,103,0.08,2.03,,Deyvid Benchev,74.5,72.7%,2.18,1.06,0.09,69.1,1.23,42.8%,0.89,1.96,89.2,92/100,h4rn,15.7%,65/100,1m 13s,24598,0.04,3.5,17.4%,928,0.11,1.15,65/100,17.8%
0.61,0.74,0.61,80/100,75.0%,61/100,78.4,52.4%,0.08,15.6%,FaZe,0.9%,0.11,0.01,https://www.hltv.org/stats/players/11816/ropz,0.08,0.003,0.74,,1.14,49.5%,28991,47.9%,1.15,17.8%,24065,8/100,0.03,24 years,21.6%,4.0%,0.08,30/100,0.34,1.10,20.0%,0.53,72.7%,0.71,15.2%,0.07,0.11,0.10,0.15,107,0.03,1.92,,Robin Kool,78.4,72.2%,2.12,1.20,0.09,76.7,1.20,1.7%,0.97,2.36,99.7,5/100,ropz,17.2%,22/100,1m 9s,39242,0.002,2.6,14.8%,1508,0.11,1.15,47/100,16.2%
0.66,0.77,0.66,85/100,72.3%,54/100,78.2,31.8%,0.12,13.4%,No team,21.0%,0.10,0.31,https://www.hltv.org/stats/players/14087/jamppi,0.12,0.07,0.77,,1.14,51.4%,10302,47.1%,1.15,17.5%,8894,23/100,0.03,23 years,21.9%,1.5%,0.10,29/100,0.47,1.28,22.3%,0.65,69.8%,0.70,4.6%,0.08,0.14,0.10,0.15,104,0.05,2.39,,Elias Olkkonen,78.2,74.5%,1.67,1.19,0.09,73.9,1.16,43.0%,0.99,1.91,99.9,92/100,Jamppi,25.1%,39/100,1m 6s,13449,0.06,2.8,11.2%,503,0.11,1.15,90/100,20.4%
0.61,0.74,0.61,79/100,73.5%,62/100,77.2,27.0%,0.07,15.8%,Betera,27.5%,0.11,0.39,https://www.hltv.org/stats/players/13281/el1an,0.10,0.08,0.74,,1.12,57.3%,28935,47.1%,1.15,16.5%,23940,6/100,0.02,25 years,20.6%,5.8%,0.08,24/100,0.51,1.19,17.5%,0.81,70.5%,0.68,16.2%,0.07,0.10,0.09,0.14,105,0.07,2.21,,Aleksei Gusev,77.2,60.5%,1.63,1.14,0.08,72.3,1.21,56.4%,0.93,1.74,94.5,94/100,El1an,18.4%,53/100,1m 10s,39066,0.07,2.8,18.2%,1470,0.09,1.15,79/100,15.0%
0.62,0.74,0.62,75/100,75.8%,52/100,74.2,34.2%,0.08,16.7%,Fluxo,16.5%,0.11,0.23,https://www.hltv.org/stats/players/19692/zevy,0.07,0.05,0.74,,1.08,48.5%,13362,46.1%,1.14,16.0%,11104,29/100,0.02,23 years,23.6%,3.7%,0.11,37/100,0.71,1.13,24.9%,0.82,72.4%,0.67,3.0%,0.09,0.13,0.10,0.15,103,0.08,2.39,,Romeu Rocco,74.2,69.8%,2.51,1.17,0.10,69.1,1.20,34.4%,0.90,2.06,90.3,91/100,zevy,15.6%,53/100,1m 9s,18041,0.03,2.8,12.3%,725,0.12,1.14,61/100,19.1%
0.69,0.78,0.69,93/100,76.9%,50/100,83.9,50.1%,0.10,12.4%,No team,0.4%,0.14,0.01,https://www.hltv.org/stats/players/9884/wrath,0.09,0.001,0.78,1.12,-,49.5%,10634,49.5%,,19.5%,9395,65/100,0.01,22 years,27.4%,1.0%,0.13,80/100,0.54,1.21,32.5%,0.36,72.2%,0.75,18.6%,0.11,0.16,0.12,0.20,106,0.01,1.47,1.12,Collin McSweegan,83.9,57.3%,2.63,-,0.14,81.1,1.13,0.8%,1.04,2.70,104.7,1/100,wrath,20.1%,21/100,1m 2s,13568,0.0006,3.5,11.5%,525,0.16,,65/100,22.7%
0.58,0.72,0.58,69/100,75.7%,69/100,72.9,29.6%,0.05,18.1%,Nouns,23.3%,0.10,0.33,https://www.hltv.org/stats/players/14494/junior,0.07,0.07,0.72,,1.08,55.7%,15643,46.0%,1.14,15.7%,12595,11/100,0.03,23 years,24.3%,4.7%,0.09,38/100,0.44,1.11,22.5%,0.86,72.8%,0.65,20.2%,0.08,0.11,0.09,0.16,101,0.09,2.52,,Paytyn Johnson,72.9,64.0%,2.05,1.11,0.10,67.3,1.24,49.2%,0.85,1.80,84.3,94/100,junior,12.9%,56/100,1m 12s,21598,0.04,2.7,19.4%,867,0.11,1.14,62/100,16.9%
0.59,0.72,0.59,69/100,70.9%,66/100,73.6,30.4%,0.08,17.9%,Falcons,17.8%,0.10,0.25,https://www.hltv.org/stats/players/19164/sunpayus,0.08,0.06,0.72,,1.07,50.4%,12430,44.7%,1.15,16.0%,10164,16/100,0.03,25 years,25.2%,5.8%,0.10,38/100,0.60,1.14,25.3%,0.98,73.1%,0.65,1.3%,0.08,0.12,0.09,0.16,102,0.09,2.47,,Álvaro García,73.6,79.6%,2.55,1.19,0.10,67.2,1.22,38.5%,0.88,2.03,86.7,92/100,SunPayus,17.1%,64/100,1m 6s,17239,0.04,3.3,15.6%,673,0.12,1.15,72/100,19.2%
0.64,0.75,0.64,86/100,78.1%,58/100,80.1,48.7%,0.10,15.2%,Alter Ego,1.2%,0.13,0.02,https://www.hltv.org/stats/players/10774/freeman,0.09,0.004,0.75,,1.18,47.8%,16403,48.3%,1.15,18.8%,14037,46/100,0.02,25 years,25.9%,1.1%,0.12,65/100,0.69,1.14,28.2%,0.63,72.9%,0.73,14.5%,0.09,0.16,0.12,0.19,106,0.03,1.99,,WingHei Cheung,80.1,69.1%,2.18,1.24,0.11,79.0,1.17,2.4%,0.99,2.72,99.7,5/100,Freeman,20.1%,33/100,1m 3s,21767,0.003,3.0,10.8%,852,0.14,1.15,45/100,23.4%
0.60,0.73,0.60,72/100,76.5%,70/100,75.4,35.4%,0.06,19.1%,B8,14.1%,0.13,0.19,https://www.hltv.org/stats/players/19592/headtr1ck,0.06,0.04,0.73,,1.10,51.1%,9375,46.1%,1.15,15.7%,7686,28/100,0.03,20 years,29.4%,5.2%,0.11,71/100,0.92,1.08,26.9%,0.77,74.2%,0.67,9.2%,0.09,0.12,0.12,0.19,104,0.07,2.25,,Daniil Valitov,75.4,70.0%,3.87,1.12,0.12,70.1,1.22,28.8%,0.88,2.20,88.7,82/100,headtr1ck,12.4%,66/100,1m 14s,12870,0.02,4.9,16.2%,526,0.15,1.15,40/100,18.2%
0.60,0.73,0.60,77/100,80.9%,52/100,77.7,36.5%,0.05,15.6%,No team,12.8%,0.14,0.17,https://www.hltv.org/stats/players/9102/sico,0.08,0.03,0.73,1.11,-,57.9%,19454,47.8%,,16.3%,15869,22/100,0.02,30 years,24.7%,1.3%,0.11,42/100,1.35,1.13,23.3%,0.70,73.4%,0.68,8.1%,0.09,0.12,0.12,0.16,103,0.04,1.88,1.11,Simon Williams,77.7,69.7%,4.94,-,0.10,73.3,1.23,25.6%,0.90,2.33,89.9,84/100,Sico,14.1%,75/100,1m 7s,26546,0.03,6.8,13.9%,1048,0.12,,59/100,18.0%
0.61,0.74,0.61,75/100,74.0%,65/100,75.3,34.4%,0.08,16.4%,9INE,14.1%,0.11,0.20,https://www.hltv.org/stats/players/10981/mantuu,0.08,0.04,0.74,,1.11,51.2%,18477,46.4%,1.15,16.6%,15400,27/100,0.03,27 years,27.4%,3.8%,0.11,65/100,0.54,1.15,31.8%,0.81,73.0%,0.68,5.7%,0.09,0.13,0.11,0.18,104,0.07,2.35,,Mateusz Wilczewski,75.3,61.4%,2.37,1.14,0.12,71.5,1.20,28.7%,0.92,2.16,93.4,90/100,mantuu,17.3%,56/100,1m 10s,25122,0.03,3.4,15.8%,972,0.16,1.15,66/100,19.5%
0.64,0.75,0.64,80/100,73.8%,71/100,76.9,36.1%,0.09,15.6%,No team,12.7%,0.10,0.18,https://www.hltv.org/stats/players/13238/ptc,0.09,0.04,0.75,,1.10,50.5%,9304,46.0%,1.14,16.7%,7896,21/100,0.03,25 years,25.3%,1.7%,0.10,46/100,0.57,1.19,25.1%,1.00,71.2%,0.68,-1.5%,0.08,0.13,0.10,0.17,104,0.06,2.32,,Kitikawin Rattanasukol,76.9,70.1%,1.62,1.31,0.09,71.6,1.18,25.8%,0.92,2.10,91.0,91/100,PTC,18.4%,55/100,1m 16s,12393,0.03,2.0,15.2%,476,0.12,1.14,75/100,19.2%
0.67,0.77,0.67,90/100,76.3%,50/100,82.0,47.7%,0.10,11.9%,The Huns,2.4%,0.13,0.03,https://www.hltv.org/stats/players/18638/sk0r,0.10,0.006,0.77,,1.14,49.3%,10135,48.9%,1.15,18.2%,8853,37/100,0.02,22 years,22.2%,1.8%,0.12,46/100,0.92,1.19,25.7%,0.47,71.2%,0.73,16.6%,0.09,0.15,0.11,0.16,106,0.02,2.14,,Tengis Batjargal,82.0,55.9%,3.76,1.25,0.10,78.7,1.14,4.2%,1.02,2.56,104.5,11/100,sk0R,21.1%,40/100,1m 4s,13119,0.006,5.0,11.2%,493,0.12,1.15,67/100,20.5%
0.61,0.73,0.61,74/100,75.3%,69/100,75.6,32.2%,0.07,16.8%,Eternal Fire,20.9%,0.11,0.30,https://www.hltv.org/stats/players/8574/woxic,0.08,0.07,0.73,1.11,-,54.1%,28041,46.0%,,16.3%,23385,16/100,0.03,26 years,24.3%,3.4%,0.10,38/100,0.55,1.15,23.4%,0.80,71.7%,0.67,3.5%,0.08,0.11,0.10,0.16,104,0.06,2.13,1.11,Özgür Eker,75.6,70.6%,1.85,-,0.10,70.5,1.20,44.4%,0.89,1.88,89.6,93/100,woxic,16.4%,51/100,1m 11s,38478,0.05,2.6,16.8%,1487,0.12,,68/100,18.0%
0.59,0.73,0.59,67/100,76.5%,80/100,72.1,35.9%,0.06,16.5%,BLEED,15.9%,0.09,0.22,https://www.hltv.org/stats/players/13670/nawwk,0.06,0.04,0.73,,1.07,51.4%,27696,46.3%,1.12,15.9%,22606,16/100,0.04,26 years,26.1%,3.5%,0.10,55/100,0.67,1.06,27.4%,0.67,72.6%,0.67,6.2%,0.08,0.11,0.08,0.17,100,0.05,2.28,,Tim Jonasson,72.1,67.6%,2.11,1.15,0.11,67.9,1.23,32.5%,0.90,1.91,88.2,91/100,nawwk,12.7%,40/100,1m 13s,38101,0.02,2.7,19.7%,1462,0.13,1.12,45/100,17.3%
0.62,0.74,0.62,70/100,75.2%,43/100,72.0,29.8%,0.09,8.3%,BC.Game,23.2%,0.11,0.20,https://www.hltv.org/stats/players/2757/guardian,0.09,0.07,0.74,1.11,-,50.6%,31013,45.4%,,16.4%,26214,6/100,0.03,33 years,11.8%,3.3%,0.06,8/100,0.24,1.10,12.9%,0.47,69.8%,0.67,2.4%,0.08,0.07,0.10,0.07,57,0.03,1.85,1.11,Ladislav Kovács,72.0,66.3%,1.71,-,0.09,67.2,1.18,53.2%,0.94,0.94,52.1,93/100,GuardiaN,19.6%,22/100,0m 39s,42016,0.06,2.8,8.4%,1604,0.06,,80/100,10.6%
0.66,0.76,0.66,90/100,78.2%,42/100,83.2,49.2%,0.10,14.1%,G2,0.5%,0.14,0.01,https://www.hltv.org/stats/players/3972/hunter,0.10,0.0007,0.76,1.11,-,48.0%,35461,47.6%,,18.0%,30881,46/100,0.02,28 years,22.6%,1.8%,0.11,49/100,0.75,1.20,25.4%,0.79,72.2%,0.71,10.9%,0.10,0.15,0.12,0.16,107,0.03,1.80,1.11,Nemanja Kovač,83.2,64.2%,3.47,-,0.11,78.1,1.15,0.8%,0.99,2.76,101.5,0/100,huNter-,21.0%,68/100,1m 6s,46676,0.0002,5.6,10.1%,1795,0.13,,65/100,21.0%
0.66,0.76,0.66,84/100,73.5%,44/100,78.2,38.4%,0.10,13.3%,No team,15.1%,0.11,0.22,https://www.hltv.org/stats/players/8943/splashske,0.11,0.05,0.76,1.11,-,51.8%,14271,46.3%,,16.9%,12496,34/100,0.02,25 years,22.3%,0.6%,0.11,29/100,0.55,1.25,24.2%,0.76,70.1%,0.68,-2.5%,0.09,0.15,0.10,0.15,103,0.03,1.80,1.11,Nevin Aw,78.2,64.7%,2.18,-,0.09,72.8,1.14,32.0%,0.96,2.04,94.3,91/100,splashske,22.7%,49/100,0m 54s,18884,0.04,3.5,10.0%,733,0.11,,87/100,21.7%
0.65,0.75,0.65,82/100,74.4%,61/100,77.2,39.1%,0.09,14.7%,Nexus,17.6%,0.10,0.25,https://www.hltv.org/stats/players/9626/xellow,0.10,0.05,0.75,1.11,-,52.8%,31513,48.0%,,18.0%,27294,20/100,0.03,23 years,23.4%,2.4%,0.10,48/100,0.47,1.21,21.6%,0.78,70.6%,0.72,9.7%,0.09,0.12,0.10,0.16,102,0.05,2.00,1.11,Adrian Guță,77.2,63.4%,1.63,-,0.10,74.4,1.15,34.6%,0.98,2.00,97.4,91/100,XELLOW,20.4%,44/100,1m 4s,41790,0.04,1.9,16.0%,1617,0.12,,80/100,18.1%
0.64,0.75,0.64,79/100,76.7%,64/100,76.4,32.7%,0.08,15.8%,Ninjas in Pyjamas,18.2%,0.10,0.26,https://www.hltv.org/stats/players/20425/r1nkle,0.09,0.06,0.75,,1.11,52.7%,10402,46.4%,1.13,17.2%,8877,14/100,0.03,19 years,24.0%,4.7%,0.09,51/100,0.75,1.18,20.4%,0.81,70.5%,0.69,18.7%,0.08,0.11,0.10,0.16,105,0.08,2.35,,Artem Moroz,76.4,63.6%,2.64,1.10,0.10,73.2,1.17,37.5%,0.94,2.09,95.9,92/100,r1nkle,17.4%,55/100,1m 6s,13957,0.04,3.4,17.3%,556,0.13,1.13,76/100,16.8%
0.62,0.73,0.62,76/100,75.0%,56/100,76.9,61.5%,0.09,15.9%,Liquid,0.8%,0.12,0.01,https://www.hltv.org/stats/players/10394/twistzz,0.07,0.002,0.73,1.11,-,45.1%,33255,46.2%,,17.1%,28407,56/100,0.02,24 years,26.9%,1.8%,0.12,65/100,0.67,1.08,32.3%,0.85,73.9%,0.69,13.1%,0.10,0.16,0.11,0.18,105,0.03,1.74,1.11,Russel Van Dulken,76.9,69.4%,2.71,-,0.12,73.4,1.17,1.5%,0.94,2.40,94.1,2/100,Twistzz,17.4%,56/100,1m 8s,45692,0.0007,3.7,11.2%,1766,0.14,,37/100,23.0%
0.63,0.74,0.63,82/100,73.2%,57/100,80.4,40.3%,0.08,16.4%,No team,1.1%,0.14,0.01,https://www.hltv.org/stats/players/9277/freddyfrog,0.08,0.003,0.74,1.11,-,49.3%,23752,47.0%,,16.7%,20146,25/100,0.02,31 years,25.2%,2.1%,0.11,48/100,0.74,1.13,26.4%,0.68,73.4%,0.69,18.2%,0.09,0.13,0.12,0.17,109,0.03,2.13,1.11,Fredrik Gustafsson,80.4,71.5%,2.70,-,0.11,76.5,1.18,2.1%,0.94,2.77,96.3,7/100,FREDDyFROG,17.3%,45/100,1m 12s,32176,0.002,3.9,12.2%,1208,0.14,,53/100,19.8%
0.61,0.73,0.61,76/100,75.7%,57/100,76.2,49.5%,0.06,12.7%,359,0.4%,0.12,0.00,https://www.hltv.org/stats/players/8412/dream3r,0.07,0.001,0.73,1.11,-,51.3%,27491,48.8%,,17.4%,22990,6/100,0.03,27 years,18.9%,2.9%,0.07,29/100,0.37,1.03,16.9%,0.31,73.0%,0.71,18.5%,0.08,0.09,0.10,0.13,81,0.01,1.96,1.11,Simeon Ganev,76.2,66.0%,1.87,-,0.11,74.7,1.20,0.9%,0.96,1.87,73.8,1/100,dream3r,14.2%,16/100,0m 54s,37499,0.0004,3.1,11.5%,1429,0.10,,30/100,13.2%
0.59,0.71,0.59,67/100,72.3%,66/100,73.7,29.6%,0.06,19.3%,ECLOT,22.5%,0.11,0.32,https://www.hltv.org/stats/players/19069/forsyy,0.07,0.07,0.71,,1.08,55.2%,14252,44.8%,1.14,15.6%,11805,15/100,0.03,22 years,24.7%,7.5%,0.10,42/100,0.37,1.10,25.3%,0.78,73.0%,0.65,19.7%,0.08,0.10,0.09,0.16,103,0.06,2.05,,David Bílý,73.7,71.2%,2.17,1.13,0.10,67.5,1.21,49.2%,0.86,1.78,87.1,93/100,forsyy,14.4%,53/100,1m 14s,19970,0.04,3.6,18.3%,797,0.11,1.14,59/100,16.3%
0.62,0.73,0.62,79/100,74.5%,60/100,77.5,51.9%,0.07,17.6%,Imperial,1.4%,0.14,0.02,https://www.hltv.org/stats/players/20183/decenty,0.06,0.006,0.73,,1.11,48.1%,10017,47.3%,1.13,17.0%,8491,16/100,0.03,20 years,28.6%,4.5%,0.09,74/100,0.61,1.08,22.5%,0.34,73.4%,0.69,14.7%,0.08,0.11,0.12,0.19,105,0.02,2.15,,Lucas Bacelar,77.5,72.2%,2.33,1.21,0.12,73.8,1.18,3.0%,0.93,2.45,94.7,7/100,decenty,14.1%,21/100,1m 8s,13646,0.001,2.8,13.6%,566,0.15,1.13,34/100,16.9%
0.57,0.70,0.57,65/100,75.7%,69/100,74.7,29.9%,0.06,19.0%,RED Canids,17.9%,0.13,0.23,https://www.hltv.org/stats/players/8565/hen1,0.07,0.05,0.70,1.10,-,54.9%,28645,45.6%,,15.1%,23100,12/100,0.03,29 years,22.6%,4.5%,0.09,30/100,0.74,1.09,24.1%,0.92,74.2%,0.64,7.0%,0.08,0.10,0.12,0.14,103,0.07,1.95,1.10,Henrique Teles,74.7,64.0%,3.55,-,0.09,70.4,1.24,37.4%,0.83,2.16,81.7,91/100,HEN1,13.7%,67/100,1m 9s,40765,0.03,4.2,16.2%,1614,0.11,,53/100,17.0%
0.57,0.70,0.57,59/100,74.5%,67/100,70.7,30.1%,0.06,20.1%,paiN,19.8%,0.10,0.28,https://www.hltv.org/stats/players/19694/nqz,0.07,0.06,0.70,,1.08,52.5%,11235,44.1%,1.13,15.2%,9113,20/100,0.03,19 years,26.5%,6.0%,0.10,54/100,0.52,1.05,28.3%,0.94,73.8%,0.63,2.5%,0.08,0.11,0.09,0.16,102,0.09,2.31,,Lucas Soares,70.7,64.2%,2.29,1.17,0.10,65.1,1.23,43.4%,0.83,1.91,82.2,92/100,nqz,13.4%,59/100,1m 15s,15946,0.04,3.1,14.7%,657,0.12,1.13,48/100,18.9%
0.58,0.71,0.58,64/100,75.0%,68/100,71.9,25.0%,0.08,16.6%,No team,29.1%,0.08,0.41,https://www.hltv.org/stats/players/12733/xsepower,0.10,0.09,0.71,,1.09,55.7%,26749,45.0%,1.14,15.5%,21887,8/100,0.03,26 years,21.9%,5.6%,0.08,21/100,0.48,1.18,20.2%,0.98,71.0%,0.65,-0.3%,0.07,0.10,0.07,0.14,101,0.08,2.26,,Bogdan Chernikov,71.9,66.7%,1.87,0.97,0.08,65.9,1.22,63.2%,0.87,1.53,86.9,96/100,xsepower,18.7%,55/100,1m 9s,37464,0.08,2.2,17.9%,1399,0.09,1.14,86/100,15.9%
0.65,0.75,0.65,80/100,75.9%,34/100,76.2,51.9%,0.09,8.5%,No team,5.3%,0.12,0.05,https://www.hltv.org/stats/players/29/f0rest,0.09,0.01,0.75,1.10,-,48.7%,41397,47.5%,,17.3%,35749,9/100,0.02,36 years,15.8%,1.5%,0.07,18/100,0.35,1.06,15.3%,0.45,70.5%,0.70,18.5%,0.09,0.09,0.10,0.11,63,0.02,1.88,1.10,Patrik Lindberg,76.2,67.8%,2.76,-,0.10,71.9,1.16,10.8%,0.97,1.40,57.3,13/100,f0rest,18.9%,25/100,0m 43s,54926,0.01,3.6,8.5%,2112,0.08,,61/100,12.6%
0.60,0.72,0.60,68/100,74.4%,65/100,73.1,35.9%,0.07,17.6%,BetBoom,19.2%,0.09,0.26,https://www.hltv.org/stats/players/15662/zorte,0.09,0.05,0.72,,1.07,54.1%,23755,45.2%,1.14,15.2%,19764,22/100,0.03,26 years,26.4%,4.2%,0.10,53/100,0.53,1.13,24.4%,1.13,72.7%,0.64,18.1%,0.08,0.12,0.08,0.17,102,0.09,2.32,,Aleksandr Zagodyrenko,73.1,67.3%,2.07,1.17,0.11,66.6,1.20,40.1%,0.85,1.77,84.9,92/100,zorte,16.7%,61/100,1m 10s,32910,0.05,2.8,16.2%,1275,0.13,1.14,72/100,18.5%
0.66,0.76,0.66,84/100,76.4%,59/100,78.5,37.1%,0.09,14.2%,No team,8.9%,0.11,0.13,https://www.hltv.org/stats/players/10664/olivia,0.08,0.02,0.76,,1.10,49.7%,12343,47.1%,1.13,17.4%,10794,19/100,0.03,26 years,22.5%,1.8%,0.09,37/100,0.49,1.18,22.4%,0.66,70.6%,0.70,3.6%,0.08,0.12,0.09,0.15,105,0.04,2.05,,Peeratch Ingkudanonda,78.5,70.9%,1.82,1.16,0.09,73.9,1.14,18.0%,0.98,2.38,96.6,61/100,Olivia,18.0%,28/100,1m 6s,16294,0.02,2.4,15.6%,639,0.10,1.13,75/100,17.8%
0.65,0.75,0.65,81/100,76.4%,41/100,77.4,32.7%,0.10,14.0%,Denial,23.5%,0.10,0.33,https://www.hltv.org/stats/players/9895/mertz,0.11,0.07,0.75,1.10,-,51.7%,19762,46.8%,,16.9%,17107,29/100,0.01,25 years,23.2%,2.3%,0.12,36/100,0.49,1.22,24.3%,0.73,70.3%,0.68,15.3%,0.10,0.14,0.09,0.15,103,0.06,2.15,1.10,Daniel Mertz,77.4,65.0%,1.65,-,0.10,71.6,1.16,48.3%,0.94,1.82,95.4,94/100,mertz,21.3%,42/100,1m 6s,26255,0.06,2.4,12.6%,990,0.13,,89/100,20.3%
0.63,0.73,0.63,73/100,73.8%,72/100,74.2,27.2%,0.08,15.5%,No team,26.6%,0.10,0.38,https://www.hltv.org/stats/players/11264/wardell,0.09,0.09,0.73,,1.11,53.5%,11627,46.0%,1.13,16.6%,9979,25/100,0.03,26 years,23.8%,3.2%,0.11,40/100,0.43,1.19,25.4%,0.56,70.9%,0.67,17.8%,0.09,0.13,0.09,0.16,102,0.05,2.24,,Matthew Yu,74.2,62.2%,1.61,1.14,0.10,69.7,1.17,56.4%,0.92,1.77,91.5,94/100,WARDELL,18.4%,31/100,1m 18s,15901,0.06,2.1,16.2%,609,0.12,1.13,78/100,19.2%
0.67,0.76,0.67,88/100,78.4%,44/100,82.2,50.1%,0.10,13.3%,FlyQuest,1.0%,0.14,0.01,https://www.hltv.org/stats/players/11141/erkast,0.10,0.003,0.76,,1.17,49.6%,19007,48.6%,1.15,18.8%,16678,40/100,0.02,29 years,20.3%,1.7%,0.11,27/100,0.72,1.18,27.0%,0.79,71.6%,0.73,17.2%,0.09,0.15,0.12,0.14,108,0.04,2.12,,Erdenetsogt Gantulga,82.2,65.2%,3.25,1.12,0.09,79.9,1.14,1.9%,1.00,2.74,104.2,2/100,erkaSt,20.4%,67/100,1m 8s,25074,0.002,5.1,10.5%,964,0.11,1.15,57/100,21.5%
0.64,0.74,0.64,85/100,77.5%,53/100,83.1,44.5%,0.07,16.4%,FURIA,0.7%,0.16,0.01,https://www.hltv.org/stats/players/12553/yuurih,0.07,0.002,0.74,,1.14,49.5%,25052,47.4%,1.17,17.4%,21535,31/100,0.02,24 years,24.2%,3.0%,0.11,48/100,0.84,1.14,28.8%,0.95,73.1%,0.70,12.1%,0.09,0.13,0.14,0.17,111,0.03,2.02,,Yuri Santos,83.1,64.2%,3.69,1.21,0.11,78.8,1.16,1.3%,0.95,2.97,99.8,1/100,yuurih,15.7%,74/100,1m 11s,33857,0.0002,5.0,12.2%,1324,0.13,1.17,47/100,19.5%
0.65,0.75,0.65,80/100,75.5%,53/100,77.0,32.1%,0.11,12.4%,O PLANO,18.3%,0.10,0.26,https://www.hltv.org/stats/players/5736/kngv,0.11,0.06,0.75,1.10,-,49.9%,20303,47.7%,,17.5%,17645,17/100,0.02,31 years,20.1%,3.5%,0.09,27/100,0.54,1.20,22.0%,0.63,70.1%,0.71,16.1%,0.08,0.12,0.09,0.14,103,0.04,1.99,1.10,Vito Giuseppe,77.0,61.6%,1.80,-,0.09,74.5,1.15,36.8%,1.00,2.04,99.5,92/100,kNgV-,22.3%,36/100,1m 11s,27069,0.04,2.2,12.6%,1036,0.10,,84/100,17.1%
